appId,store,flag,title
com.blowbought.cell_phone_location,playstore,dual-use,Find My Phone Location
com.bluazu.Scout2016,appstore,dual-use,Find My Scout
com.blueappsstudio.findphone.antitheft,playstore,dual-use,Find my lost Phone : phone finder
com.bluebirds.callrecorder.callrecorderautomatic,playstore,dual-use,AutoCall Recorder Pro
com.bluecoat.K9Browser,appstore,dual-use,K9 Web Protection Browser
com.bluecode.salah.callrecorder,playstore,dual-use,Auto Call Recorder
com.bluepea.callrecorderpro,playstore,dual-use,Call Recorder Pro
com.blueroan.spyautocallrecorder,playstore,dual-use,Spy Auto Call Recorder
com.bluetornadosf.callrecorder,playstore,dual-use,Call Recorder PRO
com.bluetornadosf.phonerecorder,playstore,dual-use,Phone Recorder
com.bluhex.cloudtuner,playstore,dual-use,Cloud Tuner: iTunes Sync
com.blumidia.blutkcontroller,playstore,dual-use,Blu Tracker SMS
com.bna.callrecorder,playstore,dual-use,Call Recorder - Automatic
com.bna.callrecorderpro,playstore,dual-use,Call Recorder Pro
com.bnahrrbc.kwexsnhl,playstore,stalkerware,"KidLogger,MonitorMinor,SelfSpy,SpyTrac,TelcadoAndroid,TiFamily,TiSpy,TracerSpy,Triada,VipTelefonProgrami"
com.bnt.friends.gpsmobilelocationtracker,playstore,dual-use,Mobile Number Locator
com.bobgoo.SafeSpot,appstore,dual-use,Safe Spot for kids - Location check in for family protection
com.bobo.vocal,playstore,dual-use,New Call Recorder For Android 7
com.bodeme.easycloud,playstore,dual-use,Easy DAV for ownCloud
com.boiangeorgiev.locationtrackingmonitor,playstore,dual-use,Location Tracking Monitor
com.boldbeast.recorder,playstore,dual-use,Call Recorder
com.bonzer.wirelesskeyboard,playstore,dual-use,Wireless Keyboard
com.bosch.intrack.driver2,playstore,dual-use,InTrack Driver 2.0
com.bosch.trackandtrace,playstore,dual-use,Bosch Track and Trace
com.bosco.boscoApp,playstore,dual-use,Bosco - Family Safety & Locator
com.bothsides.callrecorder,playstore,dual-use,Both Sides Call Recorder Automatic - Clear voice
com.bravaware.lovesecretfree,playstore,dual-use,SMS Secret Lock
com.breuerandcompany.directory,playstore,dual-use,VC Directory
com.bricatta.Email2SMS_FE,playstore,dual-use,Email2SMS (Free)
com.brickhouse.trackview,playstore,dual-use,Track View
com.brickhousesecurity.brickhousePhoneTracker,appstore,dual-use,Brickhouse Phone Tracker
com.brightingsoft.prank.phone.hack.hacker.bluetooth.free.simulator,playstore,dual-use,Hack Phone Simulator
com.briive2,playstore,dual-use,Briive: Family Locator. GPS Tracker.
com.brot.storage.work,playstore,stalkerware,"Reptilicus,CyberNanny,Vkur"
com.brown.callrecorderautomatic,playstore,dual-use,Call Recorder Automatic 2018
com.brute.backupany,playstore,dual-use,"Backup SMS, Contacts & Apps"
com.brykings_inc.recorder,playstore,dual-use,Automatic Call Recorder 2021
com.bstech.recorder.auto.callrecorder,playstore,dual-use,Auto call recorder
com.bt.notification,playstore,dual-use,BTNotification
com.bthere.bthere,appstore,dual-use,bthere
com.buddyTracker,playstore,dual-use,Buddy GPS Tracker
com.budius.photogpstag,playstore,dual-use,Photo GPS Log for DSLR
com.buduroid.catchyou,playstore,dual-use,Phone Locator and SIM Detector
com.bul.b,playstore,stalkerware,ControlPhone
com.bulgakov.bug,playstore,stalkerware,ControlPhone
com.bulgakov.controlphone,playstore,stalkerware,Control Phone
com.bunjongy.myfamilylocations,playstore,dual-use,GPS Locator
com.bustedbooks.spy,appstore,dual-use,Catch Your Cheating Spouse! A Step-by-Step How To Spy and Phone Tracker Guide
com.busywww.cameraremote,playstore,dual-use,Camera Remote
com.busywww.cameraremotebluetooth,playstore,dual-use,Camera Remote Bluetooth
com.buusoft.MyLocation,appstore,dual-use,Phone Tracker - GPS Location
com.bwf.automatic.call.recorder.auto.recording.app,playstore,dual-use,Automatic Call Recorder - Free Call Recording App
com.bytebox.find.track.gps.maps.lost.phone,playstore,dual-use,Find My Lost Phone : cell phone finder
com.bytepioneers.coupletracker,playstore,stalkerware,CouplerTracker
com.byteshaft.trackbuddy,playstore,dual-use,TrackBuddy SMS Mobile Tracker
com.bzbqbkya.hgozttiu,playstore,stalkerware,"KidLogger,MonitorMinor,SelfSpy,SpyTrac,TelcadoAndroid,TiFamily,TiSpy,TracerSpy,Triada,VipTelefonProgrami"
com.c.a.inspectware,playstore,dual-use,Inspectware - (Keylogger)
com.c3o3e.coooeee,playstore,dual-use,GPS Tracker App Ultimate
com.ca.checkinsstats,playstore,dual-use,Friends Locator for Facebook
com.calengoo.android.calengoosms,playstore,dual-use,CalenGoo SMS Add-On
com.call.Recorder.mp3,playstore,dual-use,Call recorder pro 2018
com.call.callrecorder.fastauto,playstore,dual-use,call recorder
com.call.callrecorder.fastautopro,playstore,dual-use,call recorder pro
com.call.callrecorder.voice,playstore,dual-use,call recorder
com.call.callrecorder.voicepro,playstore,dual-use,call recorder pro
com.call.callsrecordercaller,playstore,dual-use,Automatic Call Recorder & Voice Recorder
com.call.htc,playstore,dual-use,EZ Call Recorder Optimized HTC
com.call.karbonn,playstore,dual-use,EZ Call Recorder for Karbonn
com.call.lava,playstore,dual-use,EZ Call Recorder for Lava
com.call.lg,playstore,dual-use,EZ Call Recorder for LG
com.call.micromax,playstore,dual-use,EZ Call Recorder for Micromax
com.call.motorola,playstore,dual-use,EZ Call Recorder for Motorola
com.call.recorder,playstore,dual-use,Call recorder for android
com.call.recorder.audio,playstore,dual-use,Call Recorder NEW
com.call.recorder.auto,playstore,dual-use,Automatic Call Recorder Pro
com.call.recorder.automatic.recordapp,playstore,dual-use,Automatic Call Recorder – Record Call Free ACR
com.call.recorder2018.freeautomaticcallrecorder2018,playstore,dual-use,Automatic Call Recorder 2018
com.call.recordervoice,playstore,dual-use,auto call recorder pro
com.call.recording,playstore,dual-use,Call Recorder
com.call.recording.callrecord,playstore,dual-use,All Call Recorder 2021 – Auto Call Recording
com.call.samsung,playstore,dual-use,EZ Call Recorder for Samsung
com.call.sony,playstore,dual-use,EZ Call Recorder Optimize SONY
com.callRecoder.RingoRecoder,playstore,dual-use,Ringo Recorder - Automatic Call Recorder ✆
com.call_recorder.record_voice_delb,playstore,dual-use,Automatic call recorder - PRO -
com.callauto.recorderautomatic.callrecorder,playstore,dual-use,"Call Recorder Hide, Automatic Call Recording 2Ways"
com.callbox.ui.mobile,playstore,dual-use,CallBox
com.callca.callrecorder,playstore,dual-use,Super call recorder 2017
com.caller.callrecorder,playstore,dual-use,Secret Call Recorder 2017
com.caller.callsrecorder,playstore,dual-use,call recorder
com.caller.mobilenumbertracker.livemobilelocationtracker,playstore,dual-use,Live Mobile Location Tracker
com.caller.recorderhd,playstore,dual-use,Call Recorder HD Automatic Free
com.callerid.location.gps.numbertracker.finder.callblocker.caller,playstore,dual-use,Mobile Number Location Tracker
com.callhist.calltr,playstore,stalkerware,Call Tracker
com.callid.callrecorder,playstore,dual-use,Call recorder - New Version -
com.calling.callrecorder,playstore,dual-use,Flash Call Recorder HD - 2017
com.callmessenger.lite,playstore,dual-use,Call Messenger Lite
com.callmessenger.pro,playstore,dual-use,Call Messenger Pro
com.callpaa.enregistrementdappel,playstore,dual-use,Call Record
com.callproof.cp,playstore,dual-use,Call Proof CRM Sales Tool
com.callrail.app,playstore,dual-use,CallRail
com.callrec.flavor1,playstore,dual-use,Call Recorder Automatic 2018
com.callrecauto,playstore,dual-use,Automatic Call Recorder 2016
com.callrecmed.med,playstore,dual-use,Call recorder pro hd
com.callreco.autocallrecorder,playstore,dual-use,automatic call recorder pro 2018
com.callrecord.auto,playstore,dual-use,Call recorder
com.callrecord.autopro,playstore,dual-use,call recorder pro
com.callrecord.callrecorder,playstore,dual-use,Call Recorder Pro
com.callrecord.callrecorder.callrecording,playstore,dual-use,call recorder for android phones
com.callrecord34.a1,playstore,dual-use,EZ Call Recorder 2016
com.callrecordapp.es,appstore,dual-use,Phone Call Recorder App - ACR
com.callrecorder.acr,playstore,dual-use,Automatic Call Recorder - ACR
com.callrecorder.allcalls2017,playstore,dual-use,All Calls Call Recorder 2017
com.callrecorder.androidapp,playstore,dual-use,Pro Automatic Call Recorder 2020
com.callrecorder.auto,playstore,dual-use,Auto Call Recorder Pro
com.callrecorder.autocallrecorder.callrecord,playstore,dual-use,Call Recorder
com.callrecorder.autocallrecorder.easycallrecorder,playstore,dual-use,Auto Call Recorder - Android
com.callrecorder.automatic.callrecorderpro,playstore,dual-use,Call Recorder Automatic 2018
com.callrecorder.automaticcfree,playstore,dual-use,Call Recorder Automatic Free
com.callrecorder.automaticpronew,playstore,dual-use,Call Recorder Automatic Pro
com.callrecorder.automaticrecorder365,playstore,dual-use,Call Recorder - Free Automatic Call Recorder ACR
com.callrecorder.automatikpro,playstore,dual-use,Call Recorder Pro - ACR free
com.callrecorder.autopro,playstore,dual-use,Call Recorder Pro
com.callrecorder.autorecoderprofree,playstore,dual-use,Record Phone Calls From Both Sides Free
com.callrecorder.callrecorderautomatic.pro,playstore,dual-use,Call  Recorder  2017
com.callrecorder.callrecorderfree,playstore,dual-use,Call Recorder Free - Call Recorder for Android™
com.callrecorder.callrecording.automaticrecorder,playstore,dual-use,Call Recorder New Version
com.callrecorder.callrecorederpro,playstore,dual-use,Call Recorder Pro
com.callrecorder.forandroid,playstore,dual-use,whatcUpp video call recorder
com.callrecorder.hafido,playstore,dual-use,Auto Call Recorder
com.callrecorder.hdvoice,playstore,dual-use,HD Voice Call Recorder Pro 2017
com.callrecorder.marodroid,playstore,dual-use,Call recorder
com.callrecorder.pro,playstore,dual-use,Instant Call Recorder Pro
com.callrecorder.reccall,playstore,dual-use,Call Recorder Automatic 2016
com.callrecorder.recordvoice,playstore,dual-use,Call Recorder - Automatic
com.callrecorder.samara92,playstore,dual-use,Call Recorder
com.callrecorder.smartcallrecorder2017.autocallrecorder2017.callrecorder2017,playstore,dual-use,Smart Call Recorder 2017 - Call Recorder Pro
com.callrecorder.tapeacall,playstore,dual-use,"Tapeacall - Free Automatic Call Recorder, ACR"
com.callrecorder.tasjil.free.arabe.auto.recording,playstore,dual-use,تسجيل المكالمات تلقائيا بسرية
com.callrecorder2,playstore,dual-use,Call Recorder
com.callrecorder2016.autocallrercorder,playstore,dual-use,Auto Call Recorder Pro
com.callrecorder2017.automaticcallrecorderpro2017,playstore,dual-use,Automatic Call Recorder 2017
com.callrecorder2017.smartcallrecorderauto2017.freecallrecorderauto,playstore,dual-use,Call Recorder - Record incoming and outgoing Call
com.callrecorder2018withnew.callrecorder2018,playstore,dual-use,New call recorder 2018
com.callrecorderapk.voicerecorderandroid,playstore,dual-use,Call Recorder Apk
com.callrecorderautomatic.callrecoderpro,playstore,dual-use,Call Recorder Pro
com.callrecorderautomatic.callrecorder,playstore,dual-use,Automatic Call Recorder ACR
com.callrecorderautomatic.recordercall,playstore,dual-use,Call Recorder &Automatic Call Recoder High Quality
com.callrecorderautospbti,playstore,dual-use,Call Recorder 2018
com.callrecorderfree.callrecorderpro,playstore,dual-use,Call Recorder Free
com.callrecorderpro,playstore,dual-use,Call Recorder
com.callrecorderpro.automaticrecorderpro,playstore,dual-use,Call Recorder Pro
com.callrecorderpro.callrecorder2017,playstore,dual-use,Call Recorder Automatic 2017
com.callrecorderpro2016im,playstore,dual-use,Call Recorder 2017
com.callrecorderpro2017.Automatic.free.call2017,playstore,dual-use,Automatic Call Recorder 2017
com.callrecorderprohd.auto.free.callrecorder,playstore,dual-use,Smart Auto HD Call Recorder
com.callrecording.voicecallrecorder.automaticcallrecord,playstore,dual-use,"Automatic Call Recorder Free, 2 Ways Call Recorder"
com.callrecords.sturex,playstore,dual-use,Call Recorder 2018
com.callrecpro,playstore,dual-use,Automatic Call Recorder-RecPro
com.calls.sms.tracker,playstore,dual-use,Calls and SMS Tracker
com.callsaver.recorderdownloader,playstore,dual-use,Call saver & downloader and call recorder
com.callspot.app,playstore,dual-use,CallSpot (Unreleased)
com.calmean.control,playstore,dual-use,CALMEAN Control Center
com.calmean.parental.control,playstore,dual-use,Parental Control by CALMEAN
com.calxautomaticcallrecorder.bestapplicationcallrecorder,playstore,dual-use,All Call Recorder
com.camera.secretvideorecorder,playstore,dual-use,secret video recorder
com.camhart.netcountable,playstore,spyware,
com.canada.callrecorderpro,playstore,dual-use,Canada call Recorder
com.canarys.manage.sms,playstore,dual-use,Messaging : Manage My SMS
com.canitrace,playstore,dual-use,Canitrace
com.canopy.canopy-parent,appstore,dual-use,Canopy - Parental Control App
com.capitan.callrecorder,playstore,dual-use,Call Recorder Pro
com.capsa.my.family.locator,playstore,dual-use,My Family Locator
com.capsicumdreams.6signals,appstore,dual-use,6signals - Track your device and view on the web
com.captain.callrecorder,playstore,dual-use,Call Recorder & Auto Recorder
com.careu.android,playstore,dual-use,CareU - Family Locator
com.carewhereapp,appstore,dual-use,CareWhere
com.carrotrocket.geozilla,appstore,dual-use,GeoZilla Find My Phone Tracker
com.cartrack.delivery,playstore,dual-use,Cartrack Delivery
com.casenex.pupilpath,playstore,dual-use,PupilPath
com.catalinagroup.callrecorder,playstore,dual-use,Cube Call Recorder ACR
com.catchlook,playstore,dual-use,CatchLook Security Camera
com.catchme.global,playstore,dual-use,Live Location App - CatchMe
com.catrsy.jaluc,playstore,stalkerware,"Gpspy,S2mob,Spy2Mobile,SpyToMobile,Spymob,sap4mobile,spy2mobile"
com.catworks.catrecoder.pro,playstore,dual-use,Call Recorder - Best(PRO)
com.cazinesautocallrecorder,playstore,dual-use,Automatic Call Recorder
com.cb.sfl,playstore,dual-use,Family Locator for Sprint
com.cell.phone.number.tracker.location,playstore,dual-use,Cell Phone Number Tracker location
com.cellcontrol.ble,appstore,dual-use,Cellcontrol ™
com.cellph.montr,playstore,dual-use,Cell Phone Monitor
com.cellph.montrb,playstore,stalkerware,Cell Phone Monitor
com.cellphonesolutions.familytracker,appstore,dual-use,GPS TRACKER (Real-time location tracking)
com.cellphonesolutions.familytrackerlite,appstore,dual-use,GPS TRACKER (Phone location tracking)
com.cellphonesolutions.friendtrackerlite,appstore,dual-use,Phöne Tracker!
com.cephtr.loc,playstore,dual-use,Cell Phone Tracker
com.ceruleanstudios.trillian.android,playstore,dual-use,Trillian
com.cg.locatemap,playstore,dual-use,Phone Locator
com.cgollner.unclouded,playstore,dual-use,Unclouded - Cloud Manager
com.chamberlain.android.liftmaster.myq,playstore,dual-use,MyQ Garage & Access Control
com.chamberlain.myq.chamberlain,playstore,dual-use,MyQ Smart Garage Control
com.changegps.locationapp,appstore,dual-use,GPS App!
com.chaoqi.spyapp,playstore,stalkerware,Spylix
com.cheek_check.cheekcheckv2,playstore,dual-use,Cheek Check
com.cheniguertsgo.callrecorder,playstore,dual-use,Hidden Auto Call Recorder
com.cherinbo.callrecorder,playstore,dual-use,Call Recorder ACR: Record both sides voice clearly
com.chickfila.cfaflagship,playstore,dual-use,Chick-fil-A
com.child.secure,playstore,dual-use,Child Secure
com.chirpgps.app,playstore,dual-use,Chirp GPS professional phone tracker and locator
com.chjonline.carguarder_Ventinal,playstore,dual-use,Vsentinel
com.chnjekbh.findmyphonealarm,playstore,dual-use,Find My Phone with Clap/Whistle - Anti Theft Alarm
com.choosit.velopop,playstore,dual-use,Vélopop'
com.chopitas.tracker,playstore,dual-use,Easy Tracker: GPS Tracker
com.chrislbennett.behaviorstatus,playstore,dual-use,Behavior Status
com.christian-poetter.LocationTracker,appstore,dual-use,Family Locator - GPS Phone Tracker for Friends
com.chubb.vivo,playstore,dual-use,Cadê você
com.ciimp.locatecelltracker,playstore,dual-use,Cell Phone Tracker ETM
com.ciimp.sendposition,playstore,dual-use,Locate Cell by SMS
com.ciimp.trackrecorder,playstore,dual-use,Cell Tracker Logger
com.cinegenix.filmicremote,appstore,dual-use,FiLMiC Remote
com.cinix.mobile.record,playstore,dual-use,Schedule Voice Recorder
com.circlecare.android,playstore,dual-use,Health & Wellness Motivation
com.ciriistripembawarezekimenurutislam.forextrandingandlifeinsurance,playstore,dual-use,Ciri Istri Pembawa Rezeki Lengkap
com.cityofmilford.seeclickfix,playstore,dual-use,MyMilford
com.cjnet.carloc,playstore,dual-use,Find Me - Find My Phone
com.ckr.callertracker,playstore,dual-use,Caller ID and Number Tracker
com.clapphonefinder,playstore,dual-use,Clap! Phone Finder
com.clapphonefinder.prank,playstore,dual-use,Phone Finder on Clap
com.clapphonemyfinders.prankstouch,playstore,dual-use,Clap to Find my Phone
com.claptofind.myphone.app,playstore,dual-use,Clap to Find My Phone: Find Phone by Clapping
com.classroomspy,playstore,dual-use,Classroom Spy
com.cldprotect,playstore,stalkerware,SpyHuman
com.clearsoft.esdiac.ng,playstore,dual-use,Esdiac Nigeria
com.clearsoft.esdiac1,playstore,dual-use,Esdiac Mobile
com.click.and.share,playstore,dual-use,Share Gps Location Fast & Free
com.clickapoint,playstore,dual-use,clickApoint
com.clickride.user,playstore,dual-use,Click Taxi | Book ride now
com.client.requestlogs,playstore,stalkerware,ShadowSpy
com.clogica.callrecorder,playstore,dual-use,Unlimited Auto Call Recorder
com.closic,playstore,dual-use,Closic - Family Locator
com.cloze.app.sync,playstore,dual-use,Cloze Call and Text Sync
com.cmwapps.FindMyFriendTrackerApp,appstore,dual-use,Find My Friend - All Smartphone Tracker
com.coandcouk.waua,appstore,dual-use,WhereAreYou App Locate friends
com.cocoa.saferway,playstore,dual-use,Personal Safety & Family Locator - Saferway
com.cocospy,playstore,stalkerware,"Cocospy,FoneMonitor,MinSpy,NeatSpy,SafeSpy,Spyic,Spyine,Spyzie,TeenSafe"
com.code.bluegeny.myhomeview,playstore,dual-use,Make old smartphone as Free Home Security Camera
com.codefinder2.autoocalll2018,playstore,dual-use,Automatic Call Recording New 2018
com.codelab.callrecorder,playstore,dual-use,Call Recorder for Android
com.codelife.callrecorder,playstore,dual-use,Automatic Call Recorder
com.codelife.callrecording,playstore,dual-use,Voice Recorder - Call Recorder
com.codepan.trackimo,playstore,dual-use,Trackimo GPS for child pet car
com.coderhouse.callrecorder.automaticcallrecorder,playstore,dual-use,Automatic Call Recorder Call Voice Recorder
com.codetho.automaticcallrecorder,playstore,dual-use,"Note Call Recorder, Messenger Video Call Recorder"
com.codetwentyone.findmyphone,playstore,dual-use,Find My Phone
com.codevapps.frasesdeinfidelidad,playstore,dual-use,Frases de Infidelidad
com.coefficientindia.ilocatemobile,appstore,dual-use,Track Any Phone - iLocateMoble
com.coindexter.chores,playstore,dual-use,Whimsley's Chore Chart
com.collegemobile.affinity,playstore,dual-use,Affinity Mobile
com.communication.blockcall.blocksms,playstore,dual-use,"call blocker, SMS blocker"
com.commutesafe.parent,playstore,dual-use,CommuteTrack - Parent
com.comodo.mobile.comodoantitheft,playstore,dual-use,Comodo Anti Theft
com.compelson.migrator,playstore,dual-use,Phone Copier - MOBILedit
com.compisol.foodordersms,playstore,dual-use,SMS Manager Free
com.computec.devil.kidssafety,playstore,dual-use,Kids Safety- track child location at any time
com.conceptwebworld.PhoneLocation,playstore,dual-use,Phone Location
com.congdongjava.phonelocation,playstore,dual-use,Dinh vi dien thoai | Giam sat
com.conjoinix.Smart-Parent-App,appstore,dual-use,Smart Parent App
com.conjoinix.smartparent,playstore,dual-use,School Bus Tracker
com.connectIN.Xupo1,appstore,dual-use,Xupo
com.connection.manager,playstore,stalkerware,mobrec
com.connectpcLite,playstore,dual-use,Wifi Transfer PC Phone
com.contentwatch.ghoti.cp.browser,playstore,dual-use,Net Nanny for Android
com.contentwatch.ghoti.cp2.child,playstore,spyware,
com.contentwatch.ghoti.cp2.parent,appstore,dual-use,Net Nanny Parental Control App
com.controlchild.controlchild,playstore,dual-use,Control Child Parental Control
com.coreindex.apps.Hidden_Ear,playstore,dual-use,Hidden Ear Audio Surveillance
com.corvusgps.evertrack,playstore,dual-use,GPS Vehicle Tracker - EverTrack
com.cosasdeandroides.gpstrackersms,appstore,dual-use,GPSTRACKERSMS
com.cosmicai.smsgateway,playstore,dual-use,SMS Gateway Local
com.counter.pedometer.step.tracker.walk.map.brisk,playstore,dual-use,Step Pedometer: GPS Tracker
com.counterpoint.dondeesta,playstore,dual-use,dondeEsta (SMS version)
com.counterpoint.kinlocate,playstore,dual-use,dondeEsta Family Locator
com.covertgpstracker,playstore,dual-use,Covert GPS Tracker
com.cozi.icozi-free,appstore,dual-use,Cozi - Shared calendar & lists
com.cpmobilegame.enamecard,playstore,dual-use,My eNamecard
com.cpr.callblocker,playstore,dual-use,CPR Call Blocker
com.cpuid.hwmonitorpro,playstore,dual-use,HWMonitor PRO
com.cratio.salescrm.lite,playstore,dual-use,Cratio CRM Software Lite
com.crazyapps.mobilelocationtracker,playstore,dual-use,Mobile GPS Location Tracker
com.crbox.callrecorder,playstore,dual-use,Android Call Recorder
com.creatiosoft.tracktheperson,playstore,dual-use,Track The Person Application
com.creative.shareLocation,appstore,dual-use,People Location Tracker Pro
com.creativeappinc.autocallrecorder,playstore,dual-use,Auto Call Recorder : Hide App
com.creativeappz.automaticphonecallrecorder,playstore,dual-use,Automatic Phone Call Recorder
com.creativedevidn.GPSTrackerPhoneNumber,playstore,dual-use,GPS Track By Phone Number
com.creativelearning.secretcallrecorderlite,playstore,dual-use,Hidden Call Recorder
com.creativepicturelab.autocallrecorder,playstore,dual-use,Auto Call Recorder
com.creativepicturelab.phonecallrecording,playstore,dual-use,⏺️ Phone Call Recording 📞
com.creativeworkline.onetouchlocation,playstore,dual-use,One Touch Location
com.creativeyazilim.stalker,playstore,dual-use,Stalker
com.creatorscorp.silentrecord,playstore,dual-use,Spy Camera [High Quality] - Silent Recorder [HD]
com.cresoltech.trackidz,playstore,dual-use,Trackidz Child
com.cristynodev.iGuardian,appstore,dual-use,iGuard - Keep Track of Your Kids
com.crowdedroad.securitycam,appstore,dual-use,Security Cam with Dropbox & YouTube Sync
com.crtfreegpstracker.crtfreemobiletracker,playstore,dual-use,Mobile Tracker
com.cryok.blackbox,playstore,dual-use,Call recorder
com.cryok.larva,playstore,dual-use,Blackbox
com.cryptotel.chamelephon,playstore,dual-use,Chamelephon
com.cryzp.leplluln,playstore,stalkerware,"CellSpy,MCSpy"
com.cs.sightseeing.acorua,playstore,dual-use,Sightseeing A Coruña
com.cs.sightseeing.basel,playstore,dual-use,Sightseeing Basel
com.cs.sightseeing.belfast,playstore,dual-use,Sightseeing Belfast
com.cs.sightseeing.bern,playstore,dual-use,Sightseeing Bern
com.cs.sightseeing.birmingham,playstore,dual-use,Sightseeing Birmingham
com.cs.sightseeing.bradford,playstore,dual-use,Sightseeing Bradford
com.cs.sightseeing.braga,playstore,dual-use,Sightseeing Braga
com.cs.sightseeing.bristol,playstore,dual-use,Sightseeing Bristol
com.cs.sightseeing.bydgoszcz,playstore,dual-use,Sightseeing Bydgoszcz
com.cs.sightseeing.cardiff,playstore,dual-use,Sightseeing Cardiff
com.cs.sightseeing.coimbra,playstore,dual-use,Sightseeing Coimbra
com.cs.sightseeing.coventry,playstore,dual-use,Sightseeing Coventry
com.cs.sightseeing.edinburgh,playstore,dual-use,Sightseeing Edinburgh
com.cs.sightseeing.funchal,playstore,dual-use,Sightseeing Funchal
com.cs.sightseeing.galway,playstore,dual-use,Sightseeing Galway
com.cs.sightseeing.gdansk,playstore,dual-use,Sightseeing Gdańsk
com.cs.sightseeing.gdynia,playstore,dual-use,Sightseeing Gdynia
com.cs.sightseeing.geneva,playstore,dual-use,Sightseeing Geneva
com.cs.sightseeing.glasgow,playstore,dual-use,Sightseeing Glasgow
com.cs.sightseeing.granada,playstore,dual-use,Sightseeing Granada
com.cs.sightseeing.hongkong,playstore,dual-use,Sightseeing Hong Kong
com.cs.sightseeing.katowice,playstore,dual-use,Sightseeing Katowice
com.cs.sightseeing.klagenfurt,playstore,dual-use,Sightseeing Klagenfurt
com.cs.sightseeing.krakw,playstore,dual-use,Sightseeing Kraków
com.cs.sightseeing.laspalmas,playstore,dual-use,Sightseeing Las Palmas
com.cs.sightseeing.lausanne,playstore,dual-use,Sightseeing Lausanne
com.cs.sightseeing.leeds,playstore,dual-use,Sightseeing Leeds
com.cs.sightseeing.leicester,playstore,dual-use,Sightseeing Leicester
com.cs.sightseeing.limerick,playstore,dual-use,Sightseeing Limerick
com.cs.sightseeing.linz,playstore,dual-use,Sightseeing Linz
com.cs.sightseeing.lisbon,playstore,dual-use,Sightseeing Lisbon
com.cs.sightseeing.liverpool,playstore,dual-use,Sightseeing Liverpool
com.cs.sightseeing.lublin,playstore,dual-use,Sightseeing Lublin
com.cs.sightseeing.lucerne,playstore,dual-use,Sightseeing Lucerne
com.cs.sightseeing.lugano,playstore,dual-use,Sightseeing Lugano
com.cs.sightseeing.nottingham,playstore,dual-use,Sightseeing Nottingham
com.cs.sightseeing.porto,playstore,dual-use,Sightseeing Porto
com.cs.sightseeing.pozna,playstore,dual-use,Sightseeing Poznań
com.cs.sightseeing.radom,playstore,dual-use,Sightseeing Radom
com.cs.sightseeing.salzburg,playstore,dual-use,Sightseeing Salzburg
com.cs.sightseeing.sheffield,playstore,dual-use,Sightseeing Sheffield
com.cs.sightseeing.sosnowiec,playstore,dual-use,Sightseeing Sosnowiec
com.cs.sightseeing.stgallen,playstore,dual-use,Sightseeing St. Gallen
com.cs.sightseeing.szczecin,playstore,dual-use,Sightseeing Szczecin
com.cs.sightseeing.vilanovadegaia,playstore,dual-use,Sightseeing Vila Nova de Gaia
com.cs.sightseeing.villach,playstore,dual-use,Sightseeing Villach
com.cs.sightseeing.vitoriagasteiz,playstore,dual-use,Sightseeing Vitoria-Gasteiz
com.cs.sightseeing.waterford,playstore,dual-use,Sightseeing Waterford
com.cs.sightseeing.winterthur,playstore,dual-use,Sightseeing Winterthur
com.cs.sightseeing.wrocaw,playstore,dual-use,Sightseeing Wrocław
com.cs2guru.callrecorder,playstore,dual-use,Automatic Call Recorder [QCR]
com.ct.acremotecontrol,playstore,dual-use,AC Remote Control All - Universal AC Remote
com.cubbynotes.pocketnanny,playstore,dual-use,Daily Nanny
com.cubetech.smstrackera,playstore,dual-use,SMS Tracker : Side A
com.cubetech.smstrackerb,playstore,dual-use,SMS Tracker : Side B
com.curatedplanet.client.freewheeling.release,playstore,dual-use,Freewheeling Adventures
com.curatedplanet.client.grasshopper.release,playstore,dual-use,Grasshopper Adventures Tours
com.curatedplanet.client.indibleu.release,playstore,dual-use,Indibleu Experiences
com.curatedplanet.client.israelrail.release,playstore,dual-use,Israel Rail
com.curatedplanet.client.tourmappers.release,playstore,dual-use,TourMappers
com.customsolutions.android.phonelink,playstore,dual-use,Phone Link for Alexa
com.cwtcn.vigilint,playstore,dual-use,Vigilint™ Family Assistant
com.cy.callrecorder,playstore,dual-use,Automatic Call Recorder 2017
com.cyber_dove.itrust,playstore,dual-use,iTrust (Couples tracking App)
com.cyberlink.remotecontrol_free,playstore,dual-use,PowerDVD Remote FREE
com.cycle.start.mess,playstore,stalkerware,"Reptilicus,CyberNanny,Vkur"
com.cygery.repetitouch.free,playstore,dual-use,RepetiTouch Free (root) (ads)
com.cyrilrow.smartcallrecord,playstore,dual-use,Smart Call Recorder 2017
com.cyrproject.edusa,playstore,dual-use,Edusa GPS Tracking Monitoring
com.dadasign.xcretrieve,playstore,dual-use,XCRetrieve
com.dailgon.recorder,playstore,dual-use,AutoRecord : Smart Auto Call Recorder
com.daily.runtracker,playstore,dual-use,Daily Run Tracker
com.dailyroads.v,playstore,dual-use,DailyRoads Voyager
com.dallinc.masstext,playstore,dual-use,Mass Text
com.danish.dinvent.dRecorderwith.email,playstore,dual-use,Stealth Room Recorder
com.danish.dinvent.stealthrecorder,playstore,dual-use,Stealth Call Recorder
com.danydroid.whereismycell,playstore,dual-use,Where is my cell (WMC)
com.danydroid.wmc,playstore,dual-use,Where is my cell WMC premium
com.darezhiko.allcallrecorder,playstore,dual-use,All Call Recorder
